1686567917,column,column,column,column,2940339,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,__qube_qb_ryzen_7_5700x_rtx_4060_ti_16gb_nm_3210_ryzen75700xrtx4060ti16gbnm3210,column,49734,1,httpscomfyuasistemnyjblokqubeqbryzen75700xrtx4060ti16gbnm3210ryzen75700xrtx4060ti16gbnm3210html,57165,05112025_1716,column,__42,Фастів,0
1686567989,,,,,.2941689,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 3050 8GB NM 3241 (i714700FRTX30508GBNM3241),,49255,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-3050-8gb-nm-3241-i714700frtx30508gbnm3241.html,56615,05.11.2025 17:38,,"вул. Соборна, 42",Фастів,0
1686567990,,,,,.2941677,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 3050 6GB NM 32102 (i714700FRTX30506GBNM32102),,50169,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-3050-6gb-nm-32102-i714700frtx30506gbnm32102.html,57665,05.11.2025 18:40,,"вул. Соборна, 42",Фастів,0
1686567991,,,,,.2940342,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 7 5700X RTX 4060 Ti 16GB NM 3242 (Ryzen75700XRTX4060Ti16GBNM3242),,51338,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-7-5700x-rtx-4060-ti-16gb-nm-3242-ryzen75700xrtx4060ti16gbnm3242.html,59009,05.11.2025 17:36,,"вул. Соборна, 42",Фастів,0
1686567993,,,,,.2941456,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 13700F RTX 4060 8GB NM 1641 (i713700FRTX40608GBNM1641),,51561,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-13700f-rtx-4060-8gb-nm-1641-i713700frtx40608gbnm1641.html,59265,05.11.2025 17:50,,"вул. Соборна, 42",Фастів,0
1686567994,,,,,.2941768,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RX 6600 8GB NM 3242 (i714700FRX66008GBNM3242),,52034,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rx-6600-8gb-nm-3242-i714700frx66008gbnm3242.html,59809,05.11.2025 18:38,,"вул. Соборна, 42",Фастів,0
1686568009,,,,,.2941436,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 12700F RTX 4060 8GB NM 32102 (i712700FRTX40608GBNM32102),,52034,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-12700f-rtx-4060-8gb-nm-32102-i712700frtx40608gbnm32102.html,59809,05.11.2025 17:44,,"вул. Соборна, 42",Фастів,0
1686568010,,,,,.2940215,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 5 7500F RTX 4060 Ti 8GB NM 32102 (Ryzen57500FRTX4060Ti8GBNM32102),,55032,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-5-7500f-rtx-4060-ti-8gb-nm-32102-ryzen57500frtx4060ti8gbnm32102.html,63255,05.11.2025 18:48,,"вул. Соборна, 42",Фастів,0
1686568038,,,,,.2940259,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 5 7600X RTX 4060 8GB NM 32102 (Ryzen57600XRTX40608GBNM32102),,53205,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-5-7600x-rtx-4060-8gb-nm-32102-ryzen57600xrtx40608gbnm32102.html,61155,05.11.2025 18:47,,"вул. Соборна, 42",Фастів,0
1686568062,,,,,.2940351,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 7 5700X RTX 4060 Ti 8GB NM 3242Win (Ryzen75700XRTX4060Ti8GBNM3242Win),,52726,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-7-5700x-rtx-4060-ti-8gb-nm-3242win-ryzen75700xrtx4060ti8gbnm3242win.html,60605,05.11.2025 18:04,,"вул. Соборна, 42",Фастів,0
1686568063,,,,,.2941458,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 13700F RTX 4060 8GB NM 1642 (i713700FRTX40608GBNM1642),,51813,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-13700f-rtx-4060-8gb-nm-1642-i713700frtx40608gbnm1642.html,59555,05.11.2025 17:50,,"вул. Соборна, 42",Фастів,0
1686568064,,,,,.2940256,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 5 7500F RX 6600 8GB NM 64102Win (Ryzen57500FRX66008GBNM64102Win),,58755,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-5-7500f-rx-6600-8gb-nm-64102win-ryzen57500frx66008gbnm64102win.html,67535,05.11.2025 18:05,,"вул. Соборна, 42",Фастів,0
1686568065,,,,,.2941690,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 3050 8GB NM 3242 (i714700FRTX30508GBNM3242),,49476,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-3050-8gb-nm-3242-i714700frtx30508gbnm3242.html,56869,05.11.2025 18:40,,"вул. Соборна, 42",Фастів,0
1686568066,,,,,.2941692,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 3060 12GB NM 1641 (i714700FRTX306012GBNM1641),,50865,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-3060-12gb-nm-1641-i714700frtx306012gbnm1641.html,58465,05.11.2025 17:50,,"вул. Соборна, 42",Фастів,0
1686568067,,,,,.2941151,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i5 14400F RTX 4060 8GB NM 3242Win (i514400FRTX40608GBNM3242Win),,52251,1,https://comfy.ua/sistemnyj-blok-qube-qb-i5-14400f-rtx-4060-8gb-nm-3242win-i514400frtx40608gbnm3242win.html,60059,05.11.2025 18:42,,"вул. Соборна, 42",Фастів,0
1686568380,,,,,.2940258,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 5 7600X RTX 4060 8GB NM 321010 (Ryzen57600XRTX40608GBNM321010),,53640,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-5-7600x-rtx-4060-8gb-nm-321010-ryzen57600xrtx40608gbnm321010.html,61655,05.11.2025 18:47,,"вул. Соборна, 42",Фастів,0
1686568382,,,,,.2941766,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RX 6600 8GB NM 32102 (i714700FRX66008GBNM32102),,53896,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rx-6600-8gb-nm-32102-i714700frx66008gbnm32102.html,61949,05.11.2025 18:00,,"вул. Соборна, 42",Фастів,0
1686568383,,,,,.2940340,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 7 5700X RTX 4060 Ti 16GB NM 32102 (Ryzen75700XRTX4060Ti16GBNM32102),,53205,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-7-5700x-rtx-4060-ti-16gb-nm-32102-ryzen75700xrtx4060ti16gbnm32102.html,61155,05.11.2025 17:18,,"вул. Соборна, 42",Фастів,0
1686568405,,,,,.2941674,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 3050 6GB NM 1641Win (i714700FRTX30506GBNM1641Win),,51561,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-3050-6gb-nm-1641win-i714700frtx30506gbnm1641win.html,59265,05.11.2025 17:46,,"вул. Соборна, 42",Фастів,0
1686568415,,,,,.2941694,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 3060 12GB NM 1642 (i714700FRTX306012GBNM1642),,51338,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-3060-12gb-nm-1642-i714700frtx306012gbnm1642.html,59009,05.11.2025 17:45,,"вул. Соборна, 42",Фастів,0
1686568424,,,,,.2941433,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 12700F RTX 4060 8GB NM 1641Win (i712700FRTX40608GBNM1641Win),,53422,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-12700f-rtx-4060-8gb-nm-1641win-i712700frtx40608gbnm1641win.html,61405,05.11.2025 18:42,,"вул. Соборна, 42",Фастів,0
1686568425,,,,,.2941459,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 13700F RTX 4060 8GB NM 3210 (i713700FRTX40608GBNM3210),,52947,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-13700f-rtx-4060-8gb-nm-3210-i713700frtx40608gbnm3210.html,60859,05.11.2025 17:50,,"вул. Соборна, 42",Фастів,0
1686568428,,,,,.2941687,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 3050 8GB NM 32102 (i714700FRTX30508GBNM32102),,51338,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-3050-8gb-nm-32102-i714700frtx30508gbnm32102.html,59009,05.11.2025 18:40,,"вул. Соборна, 42",Фастів,0
1686568455,,,,,.2940337,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 7 5700X RTX 4060 Ti 16GB NM 1641Win (Ryzen75700XRTX4060Ti16GBNM1641Win),,54336,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-7-5700x-rtx-4060-ti-16gb-nm-1641win-ryzen75700xrtx4060ti16gbnm1641win.html,62455,05.11.2025 18:04,,"вул. Соборна, 42",Фастів,0
1686568456,,,,,.2941700,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 4060 8GB NM 1641 (i714700FRTX40608GBNM1641),,53640,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-4060-8gb-nm-1641-i714700frtx40608gbnm1641.html,61655,05.11.2025 18:39,,"вул. Соборна, 42",Фастів,0
1686568457,,,,,.2941455,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 13700F RTX 3050 6GB NM 3242Win (i713700FRTX30506GBNM3242Win),,52726,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-13700f-rtx-3050-6gb-nm-3242win-i713700frtx30506gbnm3242win.html,60605,05.11.2025 18:42,,"вул. Соборна, 42",Фастів,0
1686568458,,,,,.2941763,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RX 6600 8GB NM 1641Win (i714700FRX66008GBNM1641Win),,55032,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rx-6600-8gb-nm-1641win-i714700frx66008gbnm1641win.html,63255,05.11.2025 18:00,,"вул. Соборна, 42",Фастів,0
1686568459,,,,,.2941695,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 3060 12GB NM 3210 (i714700FRTX306012GBNM3210),,52251,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-3060-12gb-nm-3210-i714700frtx306012gbnm3210.html,60059,05.11.2025 17:43,,"вул. Соборна, 42",Фастів,0
1686569087,,,,,.2941702,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 4060 8GB NM 1642 (i714700FRTX40608GBNM1642),,53896,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-4060-8gb-nm-1642-i714700frtx40608gbnm1642.html,61949,05.11.2025 18:00,,"вул. Соборна, 42",Фастів,0
1686569088,,,,,.2941697,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 3060 12GB NM 3241 (i714700FRTX306012GBNM3241),,53640,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-3060-12gb-nm-3241-i714700frtx306012gbnm3241.html,61655,05.11.2025 17:45,,"вул. Соборна, 42",Фастів,0
1686569090,,,,,.2941461,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 13700F RTX 4060 8GB NM 3242 (i713700FRTX40608GBNM3242),,54336,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-13700f-rtx-4060-8gb-nm-3242-i713700frtx40608gbnm3242.html,62455,05.11.2025 18:01,,"вул. Соборна, 42",Фастів,0
1686569102,,,,,.2940218,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 5 7500F RTX 4060 Ti 8GB NM 6410 (Ryzen57500FRTX4060Ti8GBNM6410),,58503,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-5-7500f-rtx-4060-ti-8gb-nm-6410-ryzen57500frtx4060ti8gbnm6410.html,67245,05.11.2025 18:48,,"вул. Соборна, 42",Фастів,0
1686569103,,,,,.2941684,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 3050 8GB NM 1641Win (i714700FRTX30508GBNM1641Win),,52509,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-3050-8gb-nm-1641win-i714700frtx30508gbnm1641win.html,60355,05.11.2025 18:01,,"вул. Соборна, 42",Фастів,0
1686569612,,,,,2904326,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",lenovo,Зарядний пристрій для ноутбука Lenovo ThinkPad 170W AC Adapter (4X20S56701),,3640,1,https://comfy.ua/zarjadnoe-ustrojstvo-dlja-noutbuka-lenovo-thinkpad-170w-ac-adapter-4x20s56701.html,,05.11.2025 18:10,,"вул. Соборна, 42",Фастів,0
1686569634,,,,,.2940262,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 5 7600X RTX 4060 8GB NM 6410 (Ryzen57600XRTX40608GBNM6410),,56676,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-5-7600x-rtx-4060-8gb-nm-6410-ryzen57600xrtx40608gbnm6410.html,65145,05.11.2025 17:52,,"вул. Соборна, 42",Фастів,0
1686569636,,,,,.2940217,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 5 7500F RTX 4060 Ti 8GB NM 3242Win (Ryzen57500FRTX4060Ti8GBNM3242Win),,58976,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-5-7500f-rtx-4060-ti-8gb-nm-3242win-ryzen57500frtx4060ti8gbnm3242win.html,67789,05.11.2025 18:48,,"вул. Соборна, 42",Фастів,0
1686569643,,,,,.2940261,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 5 7600X RTX 4060 8GB NM 3242Win (Ryzen57600XRTX40608GBNM3242Win),,57367,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-5-7600x-rtx-4060-8gb-nm-3242win-ryzen57600xrtx40608gbnm3242win.html,65939,05.11.2025 18:05,,"вул. Соборна, 42",Фастів,0
1686569644,,,,,.2941698,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 3060 12GB NM 3242 (i714700FRTX306012GBNM3242),,53896,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-3060-12gb-nm-3242-i714700frtx306012gbnm3242.html,61949,05.11.2025 17:50,,"вул. Соборна, 42",Фастів,0
1686569648,,,,,.2941703,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 4060 8GB NM 3210 (i714700FRTX40608GBNM3210),,55032,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-4060-8gb-nm-3210-i714700frtx40608gbnm3210.html,63255,05.11.2025 17:38,,"вул. Соборна, 42",Фастів,0
1686569650,,,,,.2941460,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 13700F RTX 4060 8GB NM 32102 (i713700FRTX40608GBNM32102),,56198,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-13700f-rtx-4060-8gb-nm-32102-i713700frtx40608gbnm32102.html,64595,05.11.2025 18:01,,"вул. Соборна, 42",Фастів,0
1686569658,,,,,.2941681,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 3050 6GB NM 3242Win (i714700FRTX30506GBNM3242Win),,54336,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-3050-6gb-nm-3242win-i714700frtx30506gbnm3242win.html,62455,05.11.2025 18:01,,"вул. Соборна, 42",Фастів,0
1686569663,,,,,.2941705,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 4060 8GB NM 3241 (i714700FRTX40608GBNM3241),,56198,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-4060-8gb-nm-3241-i714700frtx40608gbnm3241.html,64595,05.11.2025 18:00,,"вул. Соборна, 42",Фастів,0
1686569665,,,,,.2941439,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 12700F RTX 4060 8GB NM 3242Win (i712700FRTX40608GBNM3242Win),,56198,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-12700f-rtx-4060-8gb-nm-3242win-i712700frtx40608gbnm3242win.html,64595,05.11.2025 18:01,,"вул. Соборна, 42",Фастів,0
1686570035,,,,,.2929245,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 5 7500F RTX 4060 Ti 16GB NM 32102 (Ryzen57500FRTX4060Ti16GBNM32102),,59669,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-5-7500f-rtx-4060-ti-16gb-nm-32102-ryzen57500frtx4060ti16gbnm32102.html,68585,05.11.2025 17:44,,"вул. Соборна, 42",Фастів,0
1686570036,,,,,.2940352,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 7 5700X RTX 4070 12GB NM 1641 (Ryzen75700XRTX407012GBNM1641),,55723,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-7-5700x-rtx-4070-12gb-nm-1641-ryzen75700xrtx407012gbnm1641.html,64049,05.11.2025 17:34,,"вул. Соборна, 42",Фастів,0
1686570037,,,,,.2941696,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB i7 14700F RTX 3060 12GB NM 32102 (i714700FRTX306012GBNM32102),,55505,1,https://comfy.ua/sistemnyj-blok-qube-qb-i7-14700f-rtx-3060-12gb-nm-32102-i714700frtx306012gbnm32102.html,63799,05.11.2025 17:45,,"вул. Соборна, 42",Фастів,0
1686570054,,,,,.2940343,"Ноутбуки, планшеты и компьютерная техника >> Системные блоки",qube,Системний блок QUBE QB Ryzen 7 5700X RTX 4060 Ti 16GB NM 3242Win (Ryzen75700XRTX4060Ti16GBNM3242Win),,57367,1,https://comfy.ua/sistemnyj-blok-qube-qb-ryzen-7-5700x-rtx-4060-ti-16gb-nm-3242win-ryzen75700xrtx4060ti16gbnm3242win.html,65939,05.11.2025 17:35,,"вул. Соборна, 42",Фастів,0
