759120828,6197668,column,rechar_powerplant_htc_one_sv_c520e_dv00dv6202,139,1725492,Смартфоны и телефоны >> Аксессуары для смартфонов,powerplant,____powerplant_htc_one_su_pm60120_dv00dv6202,column,399,1,httpscomfyuaakkumuljatordljamobilnogotelefonapowerplanthtconesupm60120dv00dv6202html,column,05112025_1948,column,__42,Фастів,0
759425471,,,,,1698075,Детские товары >> Игрушки,na-na-na-surprise,"""Ляльковий набір Na! Na! Na! Surprise серії """"Teens"""" Куїнн Неш з аксесуарами (572602)""",,699,1,https://comfy.ua/kollekcionnaja-kukla-nabor-na-na-na-surprise-serii-teens-kuinn-njesh-s-aksessuarami-572602.html,,06.11.2025 1:06,,"вул. Соборна, 42",Фастів,0
759425472,6655876,FREGGIA,Варочная поверхность FREGGIA Moderno HCG640VGTB,13749,1725894,Техника для кухни >> Крупная техника >> Варочные панели >> Варочные панели Freggia,freggia,Варильна поверхня газова Freggia HCG640VGTB,,13749,1,https://comfy.ua/varochnaja-panel-gazovaja-freggia-hcg640vgtb.html,,05.11.2025 21:29,,"вул. Соборна, 42",Фастів,0
759527393,6553583,KID O,Игрушка KID O Динозавр и малыш (10474),419,1725426,Детские товары >> Игрушки для малышей,kid-o,Інтерактивна тварина Kid O Динозавр і малюк (10474),,499,1,https://comfy.ua/catalog/product/view/id/1824643,,05.11.2025 20:39,,"вул. Соборна, 42",Фастів,0
759527398,6553594,KID O,Неваляшка KID O Сова (10388),169,1725421,Детские товары >> Игрушки для малышей,kid-o,"""Неваляшка",,,,,,,,,,
"Kid O Сова (10388)""",,149,1,https://comfy.ua/catalog/product/view/id/1824343,,05.11.2025 20:32,,"вул. Соборна, 42",Фастів,0,,,,,,,,
760031687,6611352,JANOD,Игровой магнитный набор JANOD Тело человека J05491,1146,1702900,Comfy KIDS >> Творчество и развитие >> Исследования и фокусы >> Исследования и фокусы Janod,janod,Набір для дослідження Janod Тіло Людини (J05491),,1499,1,https://comfy.ua/nabor-dlja-issledovanija-janod-telo-cheloveka-j05491.html,,05.11.2025 20:35,,"вул. Соборна, 42",Фастів,0
760031690,6553583,KID O,Игрушка KID O Динозавр и малыш (10474),419,1725426,Детские товары >> Игрушки для малышей >> Развивающие игрушки >> Развивающие игрушки Kid O,kid-o,Інтерактивна тварина Kid O Динозавр і малюк (10474),,499,1,https://comfy.ua/interaktivnaja-igrushka-plastikovaja-kid-o-dinozavr-i-malysh-10474.html,,05.11.2025 20:39,,"вул. Соборна, 42",Фастів,0
760031697,6553594,KID O,Неваляшка KID O Сова (10388),169,1725421,Детские товары >> Игрушки для малышей >> Развивающие игрушки >> Развивающие игрушки Kid O,kid-o,"""Неваляшка",,,,,,,,,,
"Kid O Сова (10388)""",,149,1,https://comfy.ua/interaktivnaja-igrushka-plastikovaja-kid-o-nevaljashka-sova-10388.html,,05.11.2025 20:32,,"вул. Соборна, 42",Фастів,0,,,,,,,,
760031699,6553584,KID O,Игрушка KID O НЛО и инопланетянин (10475),479,1716870,Детские товары >> Игрушки >> Интерактивные игрушки >> Интерактивные игрушки Kid O,kid-o,Інтерактивна іграшка Kid O НЛО і інопланетянин (світло) (10475),,499,1,https://comfy.ua/interaktivnaja-igrushka-plastikovaja-kid-o-nlo-i-inoplanetjanin-svet-10475.html,,06.11.2025 0:55,,"вул. Соборна, 42",Фастів,0
760031731,,,,,1727551,Техника для кухни >> Крупная техника,vestfrost,Варильна поверхня газова Vestfrost GOGHV192,,7299,1,https://comfy.ua/varochnaja-panel-gazovaja-vestfrost-goghv192.html,,05.11.2025 21:16,,"вул. Соборна, 42",Фастів,0
760031734,,,,,1722869,Техника для кухни >> Мелкая техника >> Мультиварки >> Мультиварки Vegas,vegas,Мультиварка Vegas VMC-7007W,,1369,1,https://comfy.ua/mul-tivarka-vegas-vmc-7007w.html,,05.11.2025 18:22,,"вул. Соборна, 42",Фастів,0
760031744,6662814,GORENJE,Блендер GORENJE HBC 802 QW,1299,1727884,Техника для кухни >> Мелкая техника >> Блендеры >> Блендеры Gorenje,gorenje,Блендер заглибний Gorenje HBC802QW,,1299,1,https://comfy.ua/blender-pogruzhnoj-gorenje-hbc802qw.html,1789,05.11.2025 17:38,,"вул. Соборна, 42",Фастів,0
760031768,6613959,FREGGIA,Варочная поверхность FREGGIA HF640VGX,10149,1725888,Техника для кухни >> Крупная техника >> Варочные панели >> Варочные панели Freggia,freggia,Варильна поверхня газова Freggia HF640VGX,,5580,1,https://comfy.ua/varochnaja-panel-gazovaja-freggia-hf640vgx.html,9539,05.11.2025 21:04,,"вул. Соборна, 42",Фастів,0
760031886,,,,,1698573,Детские товары >> Творчество и развитие,strateg,Ліплення з тіста Strateg Містер Тісто 4 кольори з глітером (71508),,24,1,https://comfy.ua/lepka-iz-testa-strateg-mister-testo-4-cveta-s-glitterom-71508.html,,05.11.2025 20:34,,"вул. Соборна, 42",Фастів,0
760031887,,,,,1698561,Детские товары >> Творчество и развитие,strateg,Ліплення з тіста Strateg Маса Bezze (71861),,88,1,https://comfy.ua/lepka-iz-testa-strateg-masa-bezze-71861.html,,05.11.2025 20:45,,"вул. Соборна, 42",Фастів,0
760032686,,,,,1698584,Детские товары >> Творчество и развитие,strateg,Кінетичний пісок Strateg Magic Sand Класичний в відрі 1 кг (372-1),,235,1,https://comfy.ua/kineticheskij-pesok-strateg-magic-sand-klassicheskij-v-vedre-1-kg-372-1.html,,05.11.2025 20:35,,"вул. Соборна, 42",Фастів,0
760501520,6654125,ROTEX,Электропечь ROTEX ROT854-CB,6569,1722540,Техника для кухни >> Крупная техника >> Электрические печи >> Электрические печи Rotex,rotex,Піч електрична Rotex ROT854-CB,,6569,1,https://comfy.ua/pech-jelektricheskaja-rotex-rot854-cb.html,,05.11.2025 17:29,,"вул. Соборна, 42",Фастів,0
760527273,6553650,QUUT,Кораблик для ванны и пляжа QUUT SLOOPI (170457),239,1720381,Детские товары >> Игрушки для малышей,quut,"""Іграшка для ванної Quut Кораблик """"Sloopi"""" (колір зелений + жовтий) (170457)""",,249,1,https://comfy.ua/catalog/product/view/id/1825863,,05.11.2025 20:34,,"вул. Соборна, 42",Фастів,0
760575090,6553652,QUUT,Формочки для ванны и пляжа QUUT SUNNY LOVE (170495),169,1720382,Детские товары >> Игрушки для малышей,quut,"""Іграшка для ванної Quut Чарівні формочки """"Sunny Love"""" (колір рожевий + жовтий) (170495)""",,199,1,https://comfy.ua/catalog/product/view/id/1825883,,05.11.2025 20:36,,"вул. Соборна, 42",Фастів,0
760575091,6553653,QUUT,Формочки для ванны и пляжа QUUT STAR FISH (170518),169,1720384,Детские товары >> Игрушки для малышей,quut,"""Іграшка для ванної Quut Чарівні формочки """"Syar Fish"""" (колір зелений + жовтий) (170518)""",,199,1,https://comfy.ua/catalog/product/view/id/1825873,,05.11.2025 20:30,,"вул. Соборна, 42",Фастів,0
760852402,6553579,KID O,Игрушка-сортер для ванной KID O Плавучий Дом (10465),859,1725425,Детские товары >> Игрушки для малышей >> Игрушки для ванной >> Игрушки для ванной Kid O,kid-o,Іграшка для ванної Kid O Плавучий Будинок (10465),,899,1,https://comfy.ua/igrushka-sorter-dlja-vannoj-kid-o-plavuchij-dom-10465.html,,05.11.2025 20:39,,"вул. Соборна, 42",Фастів,0
760852406,6553653,QUUT,Формочки для ванны и пляжа QUUT STAR FISH (170518),169,1720384,Детские товары >> Игрушки для малышей >> Игрушки для ванной >> Игрушки для ванной Quut,quut,"""Іграшка для ванної Quut Чарівні формочки """"Syar Fish"""" (колір зелений + жовтий) (170518)""",,199,1,https://comfy.ua/bazovaja-igrushka-dlja-vannoj-quut-volshebnye-formochki-syar-fish-cvet-zelenyj-zheltyj-170518.html,,05.11.2025 20:30,,"вул. Соборна, 42",Фастів,0
760887967,6613917,SEQUIN ART,Набор для творчества SEQUIN ART SMOOGLES Тигр (SA1815),320,1704337,Детские товары >> Творчество и развитие,sequin-art,Набір для творчості з паєток Sequin Art Smoogles Тигр (SA1815),,435,1,https://comfy.ua/catalog/product/view/id/1828813,,05.11.2025 20:47,,"вул. Соборна, 42",Фастів,0
760908764,6573702,XOKO,Аквамозаика XOKO Жемчужина 1600 (XK-PRL-16),319,1713122,Детские товары >> Творчество и развитие,xoko,Аквамозаїка XOKO Перлина 1600 (XK-PRL-16),,319,1,https://comfy.ua/catalog/product/view/id/1830273,393,05.11.2025 20:32,,"вул. Соборна, 42",Фастів,0
760917824,6457374,SEQUIN ART,Картина по номерам SEQUIN ART JUNIOR Dolphins SA0031,147,1705467,"Дом, отдых и зоотовары >> Декор для дома >> Картины по номерам >> Картины по номерам Sequin Art",sequin-art,Картина за номерами Sequin Junior Дельфіни (SA0031),,199,1,https://comfy.ua/kartina-po-nomeram-i-konturam-sequin-art-junior-del-finy-sa0031.html,,05.11.2025 20:12,,"вул. Соборна, 42",Фастів,0
760917849,6611230,GOKI,Развивающая игра GOKI Балансир Лестница (56877G),347,1704368,Детские товары >> Игрушки >> Настольные игры и головоломки >> Настольные игры и головоломки goki,goki,Настільна гра (3-4 роки) goki Драбинки (56877G),,369,1,https://comfy.ua/balansir-goki-lesenki-56877g.html,,06.11.2025 0:44,,"вул. Соборна, 42",Фастів,0
766197603,6553562,KID O,Игрушка для ванной KID O Лодочка Red (10360),429,1728504,Детские товары >> Игрушки для малышей,kid-o,Іграшка для ванної Kid O Човник (10360),,449,1,https://comfy.ua/catalog/product/view/id/1830563,,05.11.2025 20:36,,"вул. Соборна, 42",Фастів,0
766202702,6651585,SENCOR,Рисоварка SENCOR SRM0650SS,1799,1719349,Техника для кухни >> Мелкая техника >> Мультиварки >> Мультиварки Sencor,sencor,Мультиварка Sencor SRM0650SS,,1799,1,https://comfy.ua/mul-tivarka-sencor-srm0650ss.html,,05.11.2025 18:27,,"вул. Соборна, 42",Фастів,0
766602885,6654118,ROTEX,Весы напольные ROTEX RSB18-P,299,1722538,Красота и здоровье >> Уход за телом,rotex,Ваги підлогові Rotex RSB18-P,,439,1,https://comfy.ua/vesy-napol-nye-rotex-rsb18-p.html,,05.11.2025 18:48,,"вул. Соборна, 42",Фастів,0
768174595,,,,,1727843,Техника для кухни >> Крупная техника >> Плиты >> Плиты Liberty,liberty,Плита газова Liberty PWE 6114 CB-F,,12359,1,https://comfy.ua/plita-gazovaja-liberty-pwe-6114-cb-f.html,,05.11.2025 21:06,,"вул. Соборна, 42",Фастів,0
768174600,6654189,LIBERTY,Плита комбинированная LIBERTY PWE 5105 B-F,10499,1715621,Техника для кухни >> Крупная техника >> Плиты >> Плиты Liberty,liberty,Плита газова Liberty PWE 5105 B-F,,10499,1,https://comfy.ua/plita-gazovaja-liberty-pwe-5105-b-f.html,,05.11.2025 19:13,,"вул. Соборна, 42",Фастів,0
768174607,6603276,LIBERTY,Плита комбинированная LIBERTY PWE 6115 C-F,12035,1706242,Техника для кухни >> Крупная техника >> Плиты >> Плиты Liberty,liberty,Плита газова Liberty PWE 6115 C-F,,12035,1,https://comfy.ua/plita-gazovaja-liberty-pwe-6115-c-f.html,,05.11.2025 18:23,,"вул. Соборна, 42",Фастів,0
